Publication Date,Fiscal Year,Agency Number,Agency Name,Unit Appropriation Number,Unit Appropriation Name,Personal Service/Other Than Personal Service Indicator,Total Financial Plan Amount,Total Adopted Budget Amount,Total Current Budget Amount,Federal Funds Financial Plan Amount,Federal Funds Adopted Budget Amount,Federal Funds Current Budget Amount,State  Funds Financial Plan Amount,State Funds Adopted Budget Amount,State Funds Current Budget Amount ,Inter-Fund Agreement Funds Financial Plan Amount,Inter-Fund Agreement Funds Adopted Budget Amount,Inter-Fund Agreement Funds Current Budget Amount ,Intra-City Sales Funds Financial Plan Amount,Intra-City Sales Funds Adopted Budget Amount,Intra-City Sales Funds Current Budget Amount ,Other Categorical Funds Financial Plan Amount,Other Categorical Funds Adopted Budget Amount,Other Categorical Funds Current Budget Amount ,Community Development Funds Financial Plan Amount ,Community Development Funds Adopted Budget Amount ,Community Development Funds Current Budget Amount ,City Funds Financial Plan Amount,City Funds Adopted Budget Amount,City Funds Current Budget Amount
20240424,2025,030,DEPARTMENT OF CITY PLANNING,001,PERSONAL SERVICES,P,31673727,30550067,30364300,1311530,1311530,1803218,0,0,0,0,0,0,0,0,0,0,0,0,11267508,10810514,10810514,19094689,18428023,17750568
20240424,2025,030,DEPARTMENT OF CITY PLANNING,002,OTHER THAN PERSONAL SERVICES,O,15004014,15407666,16531169,31321,31321,504800,0,0,142939,0,0,0,0,0,19325,0,0,0,675858,975860,4239420,14296835,14400485,11624685
20240424,2025,030,DEPARTMENT OF CITY PLANNING,003,GEOGRAPHIC SYSTEMS,P,2480418,2421132,2421132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2480418,2421132,2421132,0,0,0
20240424,2025,030,DEPARTMENT OF CITY PLANNING,004,GEOGRAPHIC SYSTEMS,O,297688,297688,297688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297688,297688,297688,0,0,0
20240424,2025,032,DEPARTMENT OF INVESTIGATION,001,PERSONAL SERVICES,P,23214248,19382035,19578106,0,0,0,0,0,0,0,0,0,51868,51868,51868,397000,397000,397000,0,0,0,22765380,18933167,19129238
20240424,2025,032,DEPARTMENT OF INVESTIGATION,002,OTHER THAN PERSONAL SERVICES,O,18990426,25079776,30716011,0,250000,7787500,0,0,0,0,0,0,1836785,1836785,1836785,3000,3000,53000,0,0,0,17150641,22989991,21038726
20240424,2025,032,DEPARTMENT OF INVESTIGATION,003,INSPECTOR GENERAL-PS,P,4944539,4363388,6142206,0,0,0,0,0,0,0,0,0,3357960,3357960,5121460,199496,199496,199496,0,0,0,1387083,805932,821250
20240424,2025,032,DEPARTMENT OF INVESTIGATION,004,INSPECTOR GENERAL-OTPS,O,3003450,3003450,1047150,0,0,0,0,0,0,0,0,0,376450,376450,458150,5000,5000,5000,0,0,0,2622000,2622000,584000
20240424,2025,035,NEW YORK RESEARCH LIBRARIES,001,LUMP SUM APPROPRIATION,O,30424696,33682779,32378188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30424696,33682779,32378188
20240424,2025,037,NEW YORK PUBLIC LIBRARY,003,LUMP SUM-BORO OF MANHATTAN,O,26270917,26114730,26114730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26270917,26114730,26114730
20240424,2025,037,NEW YORK PUBLIC LIBRARY,004,LUMP SUM- BORO OF BRONX,O,24551187,24451286,24451286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24551187,24451286,24451286
20240424,2025,037,NEW YORK PUBLIC LIBRARY,005,LUMP SUM-BORO OF STATEN ISL,O,11062273,11031492,11031492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11062273,11031492,11031492
20240424,2025,037,NEW YORK PUBLIC LIBRARY,006,SYSTEMWIDE SERVICES,O,91987925,110038263,103863825,0,0,0,0,0,0,0,0,0,0,0,875791,0,0,0,0,0,0,91987925,110038263,102988034
20240424,2025,037,NEW YORK PUBLIC LIBRARY,007,CONSULTANT & ADVISORY SVCS,O,1362128,1362128,1362128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1362128,1362128,1362128
20240424,2025,038,BROOKLYN PUBLIC LIBRARY,001,LUMP SUM,O,117794030,129883116,125439792,0,0,0,0,0,0,0,0,0,25939,19273,1328160,0,0,0,0,0,0,117768091,129863843,124111632
20240424,2025,039,QUEENS BOROUGH PUBLIC LIBRARY,001,LUMP SUM,O,121556615,135316165,129646668,0,0,0,0,0,0,0,0,0,0,0,753701,0,0,0,0,0,0,121556615,135316165,128892967
20240424,2025,040,DEPARTMENT OF EDUCATION,401,GE INSTR & SCH LEADERSHIP - PS,P,7458885589,7269903469,7342067533,114546900,174546900,384546900,3452179678,3729625193,3638043327,0,0,0,0,0,0,0,0,0,0,0,0,3892159011,3365731376,3319477306
20240424,2025,040,DEPARTMENT OF EDUCATION,402,GE INSTR & SCH LEADERSHIP - OTPS,O,994323170,763291853,846894494,0,8310263,3100000,613119297,652190775,752190775,0,0,0,0,0,0,0,0,0,0,0,0,381203873,102790815,91603719
20240424,2025,040,DEPARTMENT OF EDUCATION,403,SE INSTR & SCH LEADERSHIP - PS,P,2609371723,2430033387,2457140839,17000000,17000000,17000000,1599350960,1599350960,1599350960,0,0,0,0,0,0,0,0,0,0,0,0,993020763,813682427,840789879
20240424,2025,040,DEPARTMENT OF EDUCATION,404,SE INSTR & SCH LEADERSHIP -OTPS,O,9824931,9824931,9824931,0,0,0,3593719,3593719,3593719,0,0,0,0,0,0,0,0,0,0,0,0,6231212,6231212,6231212
20240424,2025,040,DEPARTMENT OF EDUCATION,406,CHARTER SCHOOLS,O,3169738673,3017197218,3151752637,6500000,6500000,6500000,1602182838,1653454271,1736155349,0,0,0,0,0,0,0,0,0,0,0,0,1561055835,1357242947,1409097288
20240424,2025,040,DEPARTMENT OF EDUCATION,407,UNIVERSAL PRE-K - PS,P,771358385,769567696,796279579,0,184367923,184367923,320160673,320160673,320160673,0,0,0,0,0,0,0,0,0,0,0,0,451197712,265039100,291750983
20240424,2025,040,DEPARTMENT OF EDUCATION,408,UNIVERSAL PRE-K - OTPS,O,782305228,884641623,869641623,0,319025044,319025044,256151506,256151506,256151506,0,0,0,0,0,0,0,0,0,0,0,0,526153722,309465073,294465073
20240424,2025,040,DEPARTMENT OF EDUCATION,409,EARLY CHILDHOOD PROGRAMS- PS,P,55046207,53282057,28541609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55046207,53282057,28541609
20240424,2025,040,DEPARTMENT OF EDUCATION,410,EARLY CHILDHOOD PROGRAMS - OTPS,O,403564762,444705262,495565770,195726850,195726850,231587358,10404369,10404369,10404369,0,0,0,0,0,0,0,0,0,2963000,2963000,2963000,194470543,235611043,250611043
20240424,2025,040,DEPARTMENT OF EDUCATION,415,SCHOOL SUPPORT ORGANIZATION,P,277234699,265180009,240266206,0,0,0,121120431,106748579,106748579,0,0,0,0,0,0,0,0,0,0,0,0,156114268,158431430,133517627
20240424,2025,040,DEPARTMENT OF EDUCATION,416,SCHOOL SUPPORT ORGANIZATION OTPS,O,40811836,20808636,20391836,0,0,0,14744533,11264533,11264533,0,0,0,0,0,0,0,0,0,0,0,0,26067303,9544103,9127303
20240424,2025,040,DEPARTMENT OF EDUCATION,421,CW SE INSTR & SCHL LEADERSHIP - PS,P,1459103050,1358149737,1417832307,25000000,25000000,25000000,325012715,226980951,230980951,0,0,0,0,0,0,0,4000000,0,0,0,0,1109090335,1102168786,1161851356
20240424,2025,040,DEPARTMENT OF EDUCATION,422,CW SE INSTR & SCHL LEADERSHIP - OTPS,O,24038989,23543122,55328505,0,0,11500000,10352787,9950920,29059147,0,0,0,0,0,0,0,0,0,0,0,0,13686202,13592202,14769358
20240424,2025,040,DEPARTMENT OF EDUCATION,423,SE INSTRUCTIONAL SUPPORT - PS,P,446571152,417284136,434088045,35278130,35278130,35278130,180864361,153239441,153239441,0,0,0,0,0,0,0,0,0,0,0,0,230428661,228766565,245570474
20240424,2025,040,DEPARTMENT OF EDUCATION,424,SE INSTRUCTIONAL SUPPORT -  OTPS,O,334847294,316332259,416413139,44721870,44721870,44721870,109519919,109519919,109519919,0,0,0,0,0,0,682030,682030,682030,0,0,0,179923475,161408440,261489320
20240424,2025,040,DEPARTMENT OF EDUCATION,435,SCHOOL FACILITIES - PS,P,198365088,176024377,181656153,0,0,0,34095008,34095008,34095008,0,0,0,162614,50091,1727737,0,0,0,0,0,0,164107466,141879278,145833408
20240424,2025,040,DEPARTMENT OF EDUCATION,436,SCHOOL FACILITIES - OTPS,O,1033789255,992676868,1159216237,0,676201563,717924039,132344253,132344253,132344253,0,0,0,672767,672767,34622922,68489930,68489930,137130262,0,0,0,832282305,114968355,137194761
20240424,2025,040,DEPARTMENT OF EDUCATION,437,PUPIL TRANSPORTATION - PS,P,11223467,10573270,10922514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11223467,10573270,10922514
20240424,2025,040,DEPARTMENT OF EDUCATION,438,PUPIL TRANSPORTATION - OTPS,O,1929768393,1664268393,1735893168,0,0,0,1064687358,1064687358,1064687358,0,0,0,0,0,0,300000,300000,300000,0,0,0,864781035,599281035,670905810
20240424,2025,040,DEPARTMENT OF EDUCATION,439,SCHOOL FOOD SERVICES - PS,P,259372217,251003234,286602166,240580768,218580768,278580768,18117647,16366693,7948559,0,0,0,0,0,0,0,0,0,0,0,0,673802,16055773,72839
20240424,2025,040,DEPARTMENT OF EDUCATION,440,SCHOOL FOOD SERVICES - OTPS,O,295285760,295285760,320285760,286714308,286714308,311714308,8571452,8571452,8571452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240424,2025,040,DEPARTMENT OF EDUCATION,442,SCHOOL SAFETY - OTPS,O,339843810,328528695,347816359,0,0,0,9530000,9530000,9530000,0,0,0,0,0,0,0,0,0,0,0,0,330313810,318998695,338286359
20240424,2025,040,DEPARTMENT OF EDUCATION,444,ENERGY AND LEASES - OTPS,O,835755667,841099597,841308795,0,0,0,71945318,71945318,71945318,0,0,0,0,0,128970,0,0,0,0,0,0,763810349,769154279,769234507
20240424,2025,040,DEPARTMENT OF EDUCATION,453,CENTRAL ADMINISTRATION - PS,P,148956202,169183310,110965717,3191944,3191944,3191944,18125905,16123354,16123354,0,0,0,0,0,0,6433708,6433708,6433708,0,0,0,121204645,143434304,85216711
20240424,2025,040,DEPARTMENT OF EDUCATION,454,CENTRAL ADMINISTRATION - OTPS,O,113193110,128441297,153014037,31252556,31252556,70932792,43665228,39648012,39648012,0,0,0,0,0,0,9302,9302,9302,0,0,0,38266024,57531427,42423931
20240424,2025,040,DEPARTMENT OF EDUCATION,461,FRINGE BENEFITS - PS,P,4328336327,4023188912,3992985167,0,0,0,1295667078,799559776,799559776,0,0,0,0,0,0,33464191,33464191,33464191,0,0,0,2999205058,3190164945,3159961200
20240424,2025,040,DEPARTMENT OF EDUCATION,470,SE PRE-K CONTRACT PMTS - OTPS,O,922706411,929191955,929191955,0,46485544,46485544,846736496,806736496,806736496,0,0,0,0,0,0,317970,317970,317970,0,0,0,75651945,75651945,75651945
20240424,2025,040,DEPARTMENT OF EDUCATION,472,CONTRACT SCHOOLS/FOSTER/CH 683 PMTS,O,1009926966,1059926966,1549926966,0,0,0,659763953,659763953,659763953,0,0,0,0,0,0,0,0,0,0,0,0,350163013,400163013,890163013
20240424,2025,040,DEPARTMENT OF EDUCATION,474,NPS & FIT PMTS - OTPS,O,103422944,162699629,163239252,0,0,0,23309063,95858024,95858024,0,0,0,0,0,435350,0,0,104273,0,0,0,80113881,66841605,66841605
20240424,2025,040,DEPARTMENT OF EDUCATION,481,CATEGORICAL PROGRAMS - PS,P,1069682913,1334955907,1193629197,723703232,1020891534,851392535,238352639,242352639,247823066,0,0,0,2454472,2660208,4495158,19678560,19678560,19678560,0,386944,386944,85494010,48986022,69852934
20240424,2025,040,DEPARTMENT OF EDUCATION,482,CATEGORICAL PROGRAMS - OTPS,O,782869480,1088206177,1445719032,465799783,769172995,1068345553,279129061,279129061,279204061,0,0,0,7910093,9875918,64594679,30021440,30021440,33567976,0,0,0,9103,6763,6763
20240424,2025,042,CITY UNIVERSITY OF NEW YORK,001,COMMUNITY COLLEGE-OTPS,O,354387008,495183717,613233270,0,112445626,112445626,64556625,64556625,64556625,0,0,0,66876830,37247955,156026820,4492000,4492000,4653724,0,0,0,218461553,276441511,275550475
20240424,2025,042,CITY UNIVERSITY OF NEW YORK,002,COMMUNITY COLLEGE PS,P,878165258,905035951,863346805,0,0,0,171248275,171248275,171248275,0,0,0,0,0,223050,9574593,9574593,9412869,0,0,0,697342390,724213083,682462611
20240424,2025,042,CITY UNIVERSITY OF NEW YORK,003,HUNTER SCHOOLS-OTPS,O,1514457,1556296,1556296,0,0,0,100000,100000,100000,0,0,0,0,0,0,0,0,0,0,0,0,1414457,1456296,1456296
20240424,2025,042,CITY UNIVERSITY OF NEW YORK,004,HUNTER SCHOOLS-PS,P,21636795,21629577,21629577,0,0,0,1700000,1700000,1700000,0,0,0,0,0,0,10170,10170,10170,0,0,0,19926625,19919407,19919407
20240424,2025,042,CITY UNIVERSITY OF NEW YORK,012,SENIOR COLLEGE OTPS,O,35000000,35000000,35000000,0,0,0,35000000,35000000,35000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240424,2025,054,CIVILIAN COMPLAINT REVIEW BOARD,001,CCRB-PS,P,21222261,20833540,19723993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21222261,20833540,19723993
20240424,2025,054,CIVILIAN COMPLAINT REVIEW BOARD,002,CCRB-OTPS,O,4469465,4609443,4776026,0,0,0,171340,0,172040,0,0,0,0,0,0,0,0,0,0,0,0,4298125,4609443,4603986
20240424,2025,056,POLICE DEPARTMENT,001,OPERATIONS,P,1506215777,1432212356,1811133976,11264322,11764674,15443591,644464,644464,1088219,0,0,0,0,0,1015250,0,0,1255197,0,0,0,1494306991,1419803218,1792331719
20240424,2025,056,POLICE DEPARTMENT,002,EXECUTIVE MANAGEMENT,P,360952186,358431602,373159117,0,0,6254974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360952186,358431602,366904143
20240424,2025,056,POLICE DEPARTMENT,003,SCHOOL SAFETY- P.S.,P,269501073,259736384,273527899,0,0,3991819,0,0,0,0,0,0,244445324,235068821,254356485,0,0,0,0,0,0,25055749,24667563,15179595
20240424,2025,056,POLICE DEPARTMENT,004,ADMINISTRATION-PERSONNEL,P,293819113,278079153,301825696,0,0,2759682,0,0,0,0,0,0,0,0,515359,0,0,0,0,0,0,293819113,278079153,298550655
20240424,2025,056,POLICE DEPARTMENT,006,CRIMINAL JUSTICE,P,69268457,66808924,67637604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69268457,66808924,67637604
20240424,2025,056,POLICE DEPARTMENT,007,TRAFFIC ENFORCEMENT,P,181997031,170054298,173401029,0,0,0,0,0,2146240,0,0,0,0,0,0,0,0,9954658,0,0,0,181997031,170054298,161300131
20240424,2025,056,POLICE DEPARTMENT,008,TRANSIT POLICE-PS,P,300893207,288593970,292385009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1102978,0,0,0,300893207,288593970,291282031
20240424,2025,056,POLICE DEPARTMENT,009,HOUSING POLICE-PS,P,248465728,238516527,228445071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248465728,238516527,228445071
20240424,2025,056,POLICE DEPARTMENT,010,PATROL - PS,P,1717193827,1872445490,1787217222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1717193827,1872445490,1787217222
20240424,2025,056,POLICE DEPARTMENT,016,COMMUNICATIONS - PS,P,123656040,119468258,114171770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123656040,119468258,114171770
20240424,2025,056,POLICE DEPARTMENT,020,INTELLIGENCE AND COUNTERTERRORISM - PS,P,251685365,235542826,246847548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251685365,235542826,246847548
20240424,2025,056,POLICE DEPARTMENT,024,COMMUNITY AFFAIRS BUREAU,P,56833355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56833355,0,0
20240424,2025,056,POLICE DEPARTMENT,100,OPERATIONS-OTPS,O,29110813,29738400,92373333,0,0,41636127,87544,87544,21607245,0,0,0,103688,0,103688,0,0,195761,0,0,0,28919581,29650856,28830512
20240424,2025,056,POLICE DEPARTMENT,200,EXECUTIVE MANAGEMENT-OTPS,O,18207149,12782790,107300698,5424359,0,89245215,0,0,3839672,0,0,0,0,0,0,0,0,7500,0,0,0,12782790,12782790,14208311
20240424,2025,056,POLICE DEPARTMENT,300,SCHOOL SAFETY- OTPS,O,4903848,4903848,8111379,0,0,2793140,0,0,414391,0,0,0,4903848,4903848,4903848,0,0,0,0,0,0,0,0,0
20240424,2025,056,POLICE DEPARTMENT,400,ADMINISTRATION-OTPS,O,334384879,375981923,377077564,0,0,5960585,0,0,3576714,0,0,0,12000,12000,1717682,0,0,846527,0,0,0,334372879,375969923,364976056
20240424,2025,056,POLICE DEPARTMENT,500,COMMUNICATIONS - OTPS,O,42078546,42443922,59589569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42078546,42443922,59589569
20240424,2025,056,POLICE DEPARTMENT,600,CRIMINAL JUSTICE-OTPS,O,590351,590351,590351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590351,590351,590351
20240424,2025,056,POLICE DEPARTMENT,700,TRAFFIC ENFORCEMENT-OTPS,O,9332600,10823425,10499096,0,0,99089,0,0,117753,0,0,0,0,0,0,0,0,0,0,0,0,9332600,10823425,10282254
20240424,2025,056,POLICE DEPARTMENT,800,"PATROL, HOUSING & TRANSIT - OTPS",O,2474958,2474958,2571211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2474958,2474958,2571211
20240424,2025,056,POLICE DEPARTMENT,900,INTELLIGENCE AND COUNTERTERRORISM - OTPS,O,5103321,5103321,5164394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5103321,5103321,5164394
20240424,2025,057,FIRE DEPARTMENT,001,EXECUTIVE ADMINISTRATIVE,P,120197187,131232696,142954870,15767555,23559003,15810856,0,0,0,567120,567120,567120,0,0,183046,0,0,87563,0,0,0,103862512,107106573,126306285
20240424,2025,057,FIRE DEPARTMENT,002,FIRE EXTING AND EMERG RESP,P,1749843401,1465325860,1756181135,11959265,12001229,20586922,728000,728000,1079128,0,0,0,0,0,34453,36807151,36807151,37063670,0,0,0,1700348985,1415789480,1697416962
20240424,2025,057,FIRE DEPARTMENT,003,FIRE INVESTIGATION,P,25810432,24284605,24272681,0,0,0,0,0,25826,0,0,0,0,0,0,0,0,0,0,0,0,25810432,24284605,24246855
20240424,2025,057,FIRE DEPARTMENT,004,FIRE PREVENTION,P,43062955,44220590,43599905,0,0,51410,0,0,0,0,0,0,5565,518679,785876,0,0,0,0,0,0,43057390,43701911,42762619
20240424,2025,057,FIRE DEPARTMENT,005,EXECUTIVE ADMIN-OTPS,O,169900361,181743605,251435013,27179129,32746670,84655377,0,0,1228849,0,0,0,0,0,51135,0,0,530667,0,0,0,142721232,148996935,164968985
20240424,2025,057,FIRE DEPARTMENT,006,FIRE EXTING & RESP-OTPS,O,41503031,40624217,42169324,0,0,0,261000,261000,261000,0,0,0,0,0,0,0,0,16623,0,0,0,41242031,40363217,41891701
20240424,2025,057,FIRE DEPARTMENT,007,FIRE INVESTIGATION-OTPS,O,277847,277847,277847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277847,277847,277847
20240424,2025,057,FIRE DEPARTMENT,008,FIRE PREVENTION-OTPS,O,1627796,1983944,1784185,0,0,0,0,0,75000,0,0,0,0,0,0,0,0,0,0,0,0,1627796,1983944,1709185
20240424,2025,057,FIRE DEPARTMENT,009,EMERGENCY MEDICAL SERVICES-PS,P,372666297,365847390,384161473,0,0,1008825,544200,544200,544200,0,0,0,0,0,15555,345645307,339225249,346527043,0,0,0,26476790,26077941,36065850
20240424,2025,057,FIRE DEPARTMENT,010,EMERGENCY MEDICAL SERV-OTPS,O,46039242,43873520,42985043,0,0,0,301801,301801,301801,0,0,0,0,0,0,18036271,18070904,18144903,0,0,0,27701170,25500815,24538339
20240424,2025,063,DEPARTMENT OF VETERANS' SERVICES,001,PERSONAL SERVICES,P,4104784,3477167,3684808,0,0,0,435000,324442,435000,0,0,0,80000,0,80000,0,0,0,0,0,0,3589784,3152725,3169808
20240424,2025,063,DEPARTMENT OF VETERANS' SERVICES,002,OTHER THAN PERSONAL SERVICES,O,1647554,1636598,2127991,0,0,0,0,3000,0,0,0,0,336000,0,736000,0,0,0,0,0,0,1311554,1633598,1391991
20240424,2025,068,ADMIN FOR CHILDREN'S SERVICES,001,PERSONAL SERVICES,P,390145583,380253576,382321530,160051094,159285840,159438135,163253268,158282100,159304747,0,0,0,0,0,0,0,0,0,0,0,0,66841221,62685636,63578648
20240424,2025,068,ADMIN FOR CHILDREN'S SERVICES,002,OTHER THAN PERSONAL SERVICES,O,147017427,129172982,127564201,60579656,59275646,58992928,52078311,44505228,44149876,0,0,0,0,0,0,0,0,0,0,0,0,34359460,25392108,24421397
20240424,2025,068,ADMIN FOR CHILDREN'S SERVICES,003,HEADSTART and DAYCARE-PS,P,16775061,16341698,16341698,497017,458847,458847,3524740,3309049,3309049,0,0,0,0,0,0,0,0,0,0,0,0,12753304,12573802,12573802
20240424,2025,068,ADMIN FOR CHILDREN'S SERVICES,004,HEADSTART/DAYCARE-OTPS,O,454888411,471134217,862819522,381442369,366380481,626711380,20689332,20689332,85650917,0,0,0,0,0,0,0,0,0,0,0,0,52756710,84064404,150457225
20240424,2025,068,ADMIN FOR CHILDREN'S SERVICES,005,ADMINISTRATIVE-PS,P,82959641,77791328,78895512,35481388,35039278,35125504,29236838,26740735,27226247,0,0,0,0,0,0,0,0,0,0,0,0,18241415,16011315,16543761
20240424,2025,068,ADMIN FOR CHILDREN'S SERVICES,006,CHILD WELFARE-OTPS,O,1070327809,1089368853,1237144561,356503015,362644367,383670197,371015352,382292240,572613066,0,0,0,142511,3169847,4670647,0,0,0,0,0,0,342666931,341262399,276190651
20240424,2025,068,ADMIN FOR CHILDREN'S SERVICES,007,JUVENILE JUSTICE - PS,P,75781029,73221221,73911820,3481947,3390566,3440831,23043689,22528039,36811119,0,0,0,0,0,0,0,0,0,0,0,0,49255393,47302616,33659870
20240424,2025,068,ADMIN FOR CHILDREN'S SERVICES,008,JUVENILE JUSTICE - OTPS,O,162116601,165563356,174340041,6525894,7008753,7008753,31454960,31454960,35463616,0,0,0,0,0,0,0,0,0,0,0,0,124135747,127099643,131867672
20240424,2025,068,ADMIN FOR CHILDREN'S SERVICES,009,ADOPTION SUBSIDY - PS,P,2243344,2121218,2121218,1408498,1397709,1397709,578641,517667,517667,0,0,0,0,0,0,0,0,0,0,0,0,256205,205842,205842
20240424,2025,068,ADMIN FOR CHILDREN'S SERVICES,010,ADOPTION SUBSIDY - OTPS,O,224848516,224848516,253317007,102519682,102519682,110086381,82186049,82186049,91845416,0,0,0,0,0,0,0,0,0,0,0,0,40142785,40142785,51385210
20240424,2025,068,ADMIN FOR CHILDREN'S SERVICES,011,JUVENILE JUSTICE - OCFS PAYMENTS,O,15758011,15672633,15672633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15758011,15672633,15672633
20240424,2025,068,ADMIN FOR CHILDREN'S SERVICES,012,COMMITTEE ON SPECIAL EDUCATION,O,85611100,90800879,79270788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85611100,90800879,79270788
20240424,2025,069,DEPARTMENT OF SOCIAL SERVICES,101,ADMINISTRATION-OTPS,O,320953063,313935215,441825912,108671063,106333136,158712718,47322574,46125245,102062509,0,0,0,320697,1892493,388068,0,0,0,0,0,0,164638729,159584341,180662617
20240424,2025,069,DEPARTMENT OF SOCIAL SERVICES,103,PUBLIC ASSISTANCE - OTPS,O,2858389189,2584017679,3892954520,763188428,673133041,1380374425,374217347,383273683,683976132,0,0,0,993500,993500,993500,0,0,0,0,0,0,1719989914,1526617455,1827610463
20240424,2025,069,DEPARTMENT OF SOCIAL SERVICES,104,MEDICAL ASSISTANCE - OTPS,O,6782336172,6818569490,6654225621,53456932,53315703,53582673,83702292,83618125,83907286,0,0,0,0,0,0,0,0,0,0,0,0,6645176948,6681635662,6516735662
20240424,2025,069,DEPARTMENT OF SOCIAL SERVICES,105,ADULT SERVICES - OTPS,O,352913424,348537301,439350819,129648991,129648991,155432421,69827332,69827332,91511590,0,0,0,0,0,0,0,0,0,0,0,0,153437101,149060978,192406808
20240424,2025,069,DEPARTMENT OF SOCIAL SERVICES,107,LEGAL SERVICES - OTPS,O,217091391,254191613,263337442,67466570,67466570,138983008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149624821,186725043,124354434
20240424,2025,069,DEPARTMENT OF SOCIAL SERVICES,108,HOME ENERGY ASSISTANCE - OTPS,O,38049299,38000000,63986326,38049299,38000000,63986326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240424,2025,069,DEPARTMENT OF SOCIAL SERVICES,109,CHILD SUPPORT SERVICES - OTPS,O,21670647,21374992,23884520,13808341,13808341,16308341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7862306,7566651,7576179
20240424,2025,069,DEPARTMENT OF SOCIAL SERVICES,110,EMERGENCY FOOD - OTPS,O,23861248,55311248,56414473,6488000,2888000,4261700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17373248,52423248,52152773
20240424,2025,069,DEPARTMENT OF SOCIAL SERVICES,111,FAIR FARES - OTPS,O,95000000,95000000,95000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95000000,95000000,95000000
20240424,2025,069,DEPARTMENT OF SOCIAL SERVICES,112,DOMESTIC VIOLENCE SERVICES - OTPS,O,68387919,54974052,46489770,14955619,15335690,14964151,16539222,16343516,12775396,0,0,0,0,0,0,0,0,0,3246015,0,0,33647063,23294846,18750223
20240424,2025,069,DEPARTMENT OF SOCIAL SERVICES,201,ADMINISTRATION,P,332180392,317715460,336719202,143324612,140196162,142778760,66020847,62614448,73751684,0,0,0,1567708,1567708,1623917,0,0,0,0,0,0,121267225,113337142,118564841
20240424,2025,069,DEPARTMENT OF SOCIAL SERVICES,203,PUBLIC ASSISTANCE,P,300885648,314570725,346443265,139547715,143469620,181646541,20002668,19793074,39998476,0,0,0,1380789,2383168,1380789,0,0,0,0,0,0,139954476,148924863,123417459
20240424,2025,069,DEPARTMENT OF SOCIAL SERVICES,204,MEDICAL ASSISTANCE,P,100456595,97470677,100576731,46484908,45127212,46544172,53026169,51434876,53101640,0,0,0,0,0,0,0,0,0,0,0,0,945518,908589,930919
20240424,2025,069,DEPARTMENT OF SOCIAL SERVICES,205,ADULT SERVICES,P,113833722,109804154,112402295,45970479,45127173,45676980,21557628,20514857,21139106,0,0,0,0,0,0,0,0,0,0,0,0,46305615,44162124,45586209
20240424,2025,069,DEPARTMENT OF SOCIAL SERVICES,207,LEGAL SERVICES - PS,P,3491054,3279237,3426431,619237,600379,617938,158259,148448,157583,0,0,0,0,0,0,0,0,0,0,0,0,2713558,2530410,2650910
20240424,2025,069,DEPARTMENT OF SOCIAL SERVICES,208,HOME ENERGY ASSISTANCE - PS,P,1288296,1207498,1267441,1240577,1200000,1230150,40577,0,30150,0,0,0,0,0,0,0,0,0,0,0,0,7142,7498,7141
